amount,transaction_type,merchant_category,hour,location_risk,device_trusted,failed_attempts,is_international,is_fraud
48345.76,Purchase,Fuel,8,94,0,2,0,1
86612.85,Withdrawal,Shopping,10,36,1,5,0,1
56956.03,Payment,Electronics,22,67,1,1,0,0
15990.63,Deposit,Grocery,7,18,1,1,0,0
11994.52,Withdrawal,Utility,5,94,1,2,0,0
4128.95,Purchase,Shopping,23,96,0,0,1,0
73396.19,Refund,ATM,6,91,0,0,1,1
67059.99,Withdrawal,Travel,15,68,0,2,0,1
13213.94,Deposit,Entertainment,19,46,1,2,0,0
7037.57,Transfer,Entertainment,14,42,0,5,1,0
42318.65,Payment,Travel,21,15,1,5,1,1
16148.64,Payment,Utility,19,53,0,0,0,0
24732.62,Withdrawal,Entertainment,1,72,1,2,0,0
81833.61,Payment,Entertainment,12,34,0,2,1,1
88571.51,Transfer,Utility,13,29,0,4,0,1
76712.87,Refund,Travel,4,78,0,5,0,1
21789.66,Transfer,Shopping,2,84,0,4,0,0
54702.68,Withdrawal,Fuel,17,51,0,2,0,1
30139.81,Deposit,Restaurant,0,5,0,4,0,0
37930.17,Payment,Grocery,5,37,1,0,0,0
7958.47,Deposit,Restaurant,1,35,0,3,1,0
1307.24,Deposit,Healthcare,2,10,0,4,1,0
11737.62,Deposit,Shopping,19,20,0,5,1,0
27588.45,Refund,Healthcare,10,55,0,2,0,0
25829.12,Purchase,Healthcare,20,74,1,3,0,0
23006.26,Withdrawal,Entertainment,17,36,1,2,0,0
34714.98,Payment,Entertainment,11,98,0,3,0,0
38604.83,Purchase,Entertainment,7,58,1,3,0,0
12540.14,Transfer,Fuel,20,11,0,4,0,0
31452.0,Payment,ATM,7,11,0,3,1,0
18756.15,Refund,Restaurant,1,99,1,2,1,0
41454.8,Transfer,Fuel,1,42,1,0,0,0
19378.09,Refund,Utility,17,64,1,5,0,0
79059.9,Deposit,Utility,16,72,0,0,1,1
84847.63,Withdrawal,Shopping,23,16,0,1,1,1
24024.4,Payment,Fuel,20,68,1,1,1,0
36944.52,Transfer,Electronics,13,38,1,4,0,0
48188.54,Transfer,ATM,20,22,0,2,0,1
56178.53,Transfer,Shopping,19,33,1,3,0,1
25036.55,Deposit,Fuel,5,68,1,0,0,0
12036.13,Withdrawal,Utility,2,1,1,5,0,0
35707.82,Purchase,Shopping,14,43,0,0,1,0
81933.95,Purchase,Travel,20,72,0,2,0,1
73871.97,Payment,ATM,23,40,1,4,1,1
16871.13,Withdrawal,Electronics,18,20,0,5,0,0
58002.87,Transfer,ATM,3,17,1,2,0,0
47023.56,Deposit,ATM,21,61,0,1,0,1
19467.94,Purchase,ATM,4,19,0,3,0,0
19692.65,Purchase,Fuel,16,57,1,5,1,0
82739.22,Refund,Electronics,7,72,1,3,1,1
42709.73,Transfer,Shopping,2,78,0,1,0,1
33518.51,Refund,Utility,15,89,1,5,0,0
70190.73,Payment,Travel,5,4,1,3,0,1
21723.38,Withdrawal,Entertainment,11,23,0,1,1,0
54956.85,Withdrawal,Grocery,18,40,1,0,0,0
38536.28,Refund,Grocery,19,35,0,5,0,0
58271.33,Payment,Grocery,22,91,1,2,0,1
28459.56,Deposit,Utility,19,81,1,3,0,0
42367.81,Deposit,Shopping,3,5,1,0,0,0
38284.94,Withdrawal,Fuel,2,54,0,0,1,0
20026.63,Purchase,Travel,3,70,1,1,0,0
82697.25,Deposit,Travel,22,22,1,4,0,1
5129.73,Deposit,Grocery,2,25,0,5,0,0
10460.8,Payment,Grocery,8,78,0,5,1,0
28028.51,Deposit,Grocery,9,36,1,0,0,0
11031.81,Deposit,Electronics,18,60,0,0,0,0
13129.8,Purchase,Fuel,10,76,0,1,0,0
44869.77,Transfer,Utility,2,93,0,2,0,1
8511.52,Transfer,Grocery,12,91,1,1,0,0
58758.76,Transfer,Entertainment,7,25,1,1,0,0
20996.67,Transfer,Utility,8,12,1,2,0,0
9426.68,Deposit,Shopping,14,81,0,0,1,0
12526.07,Refund,Restaurant,22,56,1,5,0,0
15567.01,Deposit,Shopping,17,96,1,0,0,0
28088.09,Payment,Healthcare,1,15,0,3,0,0
37805.38,Transfer,Travel,18,49,0,2,0,0
11307.98,Purchase,Fuel,13,61,1,2,0,0
70918.43,Transfer,Healthcare,5,60,0,0,1,1
36096.42,Payment,Entertainment,15,32,1,5,0,0
25317.06,Payment,Entertainment,9,6,0,4,0,0
55348.98,Transfer,ATM,12,76,0,1,0,1
49067.94,Deposit,Shopping,6,73,0,1,0,1
39550.66,Withdrawal,Travel,14,51,0,3,0,0
77586.05,Withdrawal,Fuel,9,40,0,1,0,1
6084.82,Withdrawal,Shopping,11,1,1,1,0,0
49897.68,Refund,Entertainment,22,28,1,5,1,1
53891.48,Purchase,Entertainment,4,41,0,3,0,1
40225.61,Deposit,Entertainment,19,51,0,2,1,1
20457.07,Purchase,Restaurant,19,23,0,2,0,0
8370.99,Purchase,ATM,19,97,1,0,0,0
23105.59,Withdrawal,Grocery,6,39,1,0,0,0
2186.12,Withdrawal,Entertainment,4,37,1,3,1,0
20842.58,Payment,Fuel,5,51,0,3,0,0
7811.5,Deposit,Electronics,20,52,0,1,0,0
25405.18,Refund,Entertainment,21,59,0,3,1,0
30173.49,Purchase,Healthcare,13,34,0,4,1,0
31949.53,Payment,Travel,17,47,0,1,1,0
11937.02,Payment,Electronics,4,1,1,5,0,0
7380.93,Refund,Utility,13,7,1,2,0,0
20313.96,Payment,Utility,11,7,1,2,1,0
25081.91,Transfer,Grocery,17,35,0,2,0,0
21498.94,Payment,Travel,9,82,0,4,0,0
32145.61,Purchase,Shopping,23,51,0,1,0,0
58313.98,Withdrawal,Fuel,20,64,1,2,0,0
19662.65,Deposit,ATM,7,94,1,0,0,0
20332.59,Purchase,Fuel,19,93,0,3,0,0
43323.48,Deposit,Healthcare,13,52,0,1,0,1
41686.0,Purchase,Entertainment,3,25,1,2,0,0
44837.5,Purchase,Travel,18,61,0,3,0,1
16433.5,Transfer,Shopping,21,6,1,1,0,0
27800.23,Payment,Restaurant,0,54,0,2,0,0
13341.36,Deposit,Travel,3,29,0,0,0,0
38122.88,Refund,Healthcare,23,92,1,4,1,0
19246.6,Transfer,Shopping,12,61,0,2,0,0
46451.99,Payment,Fuel,14,96,1,1,0,1
44905.85,Refund,Electronics,20,63,1,0,0,0
1870.92,Refund,Travel,9,38,1,3,1,0
24982.04,Refund,ATM,5,80,1,4,1,0
72320.48,Purchase,Healthcare,17,96,1,1,1,1
10799.48,Purchase,Electronics,12,28,0,0,0,0
79672.49,Withdrawal,Entertainment,17,53,1,1,1,1
13583.44,Deposit,Electronics,21,88,1,4,1,0
24063.26,Payment,Utility,14,37,1,1,0,0
71107.1,Purchase,Shopping,10,98,1,5,0,1
8400.47,Payment,Entertainment,13,25,0,4,0,0
36627.77,Refund,Shopping,2,77,1,0,0,0
44603.63,Withdrawal,ATM,20,61,0,2,0,1
22206.95,Deposit,Entertainment,17,66,0,1,1,0
17649.62,Withdrawal,Fuel,15,92,0,2,0,0
59383.83,Purchase,Restaurant,18,60,1,1,1,1
27786.51,Payment,Shopping,20,15,1,1,0,0
63769.03,Purchase,Grocery,23,5,1,4,1,1
81524.81,Transfer,Shopping,3,92,0,3,1,1
6307.02,Deposit,Grocery,11,52,1,3,0,0
39426.57,Transfer,ATM,3,93,0,2,1,0
38557.93,Withdrawal,Restaurant,15,27,1,0,0,0
17787.99,Purchase,Utility,22,63,0,2,0,0
35706.24,Payment,Travel,14,90,1,4,0,0
33856.01,Withdrawal,Fuel,16,37,0,1,0,0
28569.56,Deposit,Healthcare,9,92,0,4,0,0
55256.31,Payment,Healthcare,4,96,0,1,0,1
43296.25,Withdrawal,ATM,9,19,0,2,0,1
35269.41,Refund,Entertainment,15,80,0,2,0,0
66779.93,Refund,Travel,16,48,1,3,0,1
12465.11,Payment,Grocery,21,9,1,1,0,0
21454.44,Withdrawal,Healthcare,19,100,0,5,0,0
21877.26,Payment,ATM,20,2,0,5,0,0
16361.27,Purchase,Entertainment,20,13,1,4,0,0
14757.07,Refund,Shopping,2,8,1,4,0,0
10728.1,Deposit,Fuel,22,84,0,1,1,0
44026.9,Refund,Healthcare,17,36,0,5,0,1
35182.08,Withdrawal,Shopping,9,8,0,1,0,0
11865.91,Refund,Utility,14,13,0,2,0,0
35937.8,Purchase,Utility,2,61,0,0,0,0
81259.46,Transfer,ATM,0,75,1,0,1,1
29607.05,Refund,Utility,0,33,1,4,0,0
15925.57,Withdrawal,Travel,16,62,1,5,0,0
6777.06,Refund,Restaurant,10,36,1,5,1,0
10809.83,Withdrawal,Utility,0,41,1,3,0,0
11696.37,Payment,Healthcare,3,57,1,5,0,0
6264.74,Purchase,Restaurant,6,40,1,2,1,0
11595.05,Transfer,ATM,6,74,0,2,0,0
39244.09,Payment,Fuel,5,79,0,2,1,0
8784.69,Payment,Healthcare,7,34,1,2,0,0
33840.86,Transfer,Travel,23,41,1,2,1,0
58501.65,Payment,Grocery,12,8,1,2,0,0
17758.33,Transfer,Grocery,22,26,0,5,0,0
47868.73,Transfer,Grocery,10,55,1,2,0,0
9709.04,Refund,Shopping,14,36,0,0,0,0
41299.28,Deposit,Utility,23,76,1,0,1,1
3461.26,Payment,Restaurant,8,78,1,0,0,0
28363.27,Transfer,Healthcare,17,48,1,2,0,0
35429.52,Deposit,Electronics,10,100,1,1,0,0
34406.72,Refund,Restaurant,17,12,1,1,0,0
8514.01,Deposit,Healthcare,17,68,1,5,0,0
11129.99,Purchase,Travel,11,99,1,5,0,0
15395.93,Payment,Restaurant,14,47,1,1,0,0
48383.28,Deposit,Grocery,4,16,1,3,1,1
59739.7,Refund,Grocery,16,48,0,4,1,1
88840.24,Transfer,Shopping,15,37,1,5,0,1
36640.89,Purchase,Shopping,5,66,0,4,1,0
53372.41,Withdrawal,Electronics,21,56,1,3,1,1
58221.62,Withdrawal,Travel,2,24,1,3,1,1
9114.65,Refund,Entertainment,0,2,0,2,1,0
39251.4,Withdrawal,ATM,21,99,1,4,1,0
12448.04,Withdrawal,ATM,11,92,0,1,0,0
59190.13,Withdrawal,Electronics,0,69,0,1,0,1
14055.43,Withdrawal,Restaurant,6,39,0,3,0,0
1622.89,Withdrawal,Travel,0,18,1,0,1,0
11998.4,Deposit,Restaurant,12,7,1,3,1,0
9856.69,Payment,ATM,3,12,0,4,0,0
24966.16,Withdrawal,Electronics,15,95,1,5,0,0
56699.32,Withdrawal,Electronics,16,47,1,2,0,0
21687.51,Purchase,Grocery,12,54,1,0,0,0
39060.92,Transfer,Electronics,13,84,1,1,0,0
50860.15,Payment,Utility,0,36,1,0,0,0
81107.11,Withdrawal,ATM,0,17,0,1,1,1
10427.96,Deposit,Healthcare,11,80,1,1,1,0
54183.46,Refund,Fuel,23,86,0,2,0,1
19961.76,Payment,Travel,8,80,1,0,0,0
45773.89,Payment,Grocery,23,19,1,0,1,1
25250.98,Withdrawal,Fuel,3,2,1,1,0,0
8150.88,Purchase,Electronics,15,60,1,4,1,0
19440.3,Refund,Grocery,9,61,1,2,0,0
44948.26,Refund,Travel,19,86,0,3,1,1
39586.67,Withdrawal,Fuel,7,66,0,1,0,0
15061.75,Deposit,Electronics,22,52,1,4,0,0
70972.52,Transfer,Fuel,23,85,1,2,1,1
34804.18,Transfer,Fuel,10,55,1,5,0,0
8662.97,Purchase,Entertainment,20,7,0,1,0,0
29082.31,Purchase,Restaurant,5,51,1,0,1,0
27246.3,Transfer,Restaurant,20,74,1,3,0,0
20301.55,Transfer,Shopping,14,16,1,5,0,0
68358.28,Withdrawal,Healthcare,10,63,1,5,0,1
5765.55,Purchase,Travel,13,83,0,4,0,0
18491.12,Payment,Electronics,3,71,1,1,0,0
8588.33,Payment,Shopping,2,65,0,3,0,0
33816.69,Deposit,Restaurant,0,26,1,4,0,0
41652.32,Refund,Shopping,1,69,1,4,0,1
50610.0,Withdrawal,Travel,5,13,0,5,0,1
57547.5,Withdrawal,Shopping,19,55,0,2,0,1
8253.58,Transfer,Entertainment,16,54,1,3,0,0
3647.41,Transfer,Grocery,2,33,1,1,0,0
62594.98,Payment,Fuel,4,62,0,1,1,1
78284.47,Withdrawal,Restaurant,11,10,0,2,0,1
50278.14,Deposit,Fuel,6,57,0,5,0,1
17999.45,Transfer,Shopping,3,99,1,1,1,0
52825.59,Purchase,Shopping,23,79,1,1,0,1
37651.21,Deposit,Travel,8,6,1,2,0,0
31418.07,Payment,ATM,5,91,1,2,0,0
50218.88,Purchase,ATM,19,47,0,5,1,1
59797.34,Payment,Grocery,20,14,1,5,0,1
14640.38,Deposit,Healthcare,11,11,0,0,1,0
33684.18,Payment,Restaurant,18,56,1,0,1,0
35461.55,Refund,Entertainment,19,67,1,0,0,0
34849.31,Deposit,Electronics,18,13,0,1,0,0
68524.44,Deposit,ATM,13,51,0,2,1,1
1546.25,Payment,Entertainment,21,4,0,4,0,0
81826.58,Transfer,Electronics,9,53,0,5,1,1
27546.45,Transfer,Travel,7,36,1,0,0,0
45223.82,Deposit,Healthcare,5,27,1,5,1,1
19060.4,Withdrawal,Utility,2,43,1,4,0,0
38404.55,Transfer,Electronics,23,12,1,2,1,0
48373.26,Payment,Restaurant,8,91,1,2,0,1
54538.94,Withdrawal,Fuel,10,3,0,1,0,1
11997.31,Refund,Healthcare,17,69,0,3,0,0
32016.38,Purchase,ATM,21,52,1,1,0,0
19497.79,Payment,Fuel,12,14,1,4,0,0
1678.92,Withdrawal,Utility,1,32,0,5,0,0
8808.06,Withdrawal,Restaurant,7,29,1,5,0,0
33423.71,Transfer,Restaurant,0,79,1,3,1,0
44832.89,Refund,Restaurant,13,24,1,5,1,1
32468.11,Transfer,Healthcare,13,48,1,1,0,0
5887.62,Purchase,Fuel,10,90,0,4,0,0
43234.36,Refund,Utility,17,41,0,4,0,1
27668.31,Deposit,Shopping,7,60,1,4,0,0
33641.53,Payment,Utility,18,56,0,1,0,0
4018.22,Refund,Grocery,11,62,0,0,0,0
25906.72,Deposit,Healthcare,18,33,0,5,1,0
19898.94,Withdrawal,Entertainment,6,85,1,2,0,0
42755.61,Refund,Shopping,13,19,1,0,0,0
31833.34,Transfer,ATM,3,100,0,4,0,0
86797.18,Deposit,Fuel,23,25,0,4,0,1
66348.34,Deposit,Electronics,10,12,0,3,1,1
53305.49,Transfer,Fuel,3,40,1,1,1,1
45918.03,Payment,Restaurant,7,45,0,2,1,1
203.56,Refund,Grocery,17,8,1,0,0,0
48022.29,Refund,Grocery,0,42,1,2,0,0
10989.02,Refund,ATM,11,9,0,1,1,0
34481.7,Withdrawal,Travel,3,88,0,4,0,0
56124.05,Payment,Fuel,16,20,1,0,0,0
35447.37,Purchase,Healthcare,9,14,1,5,0,0
56275.31,Withdrawal,Electronics,15,25,0,4,0,1
22005.04,Refund,Entertainment,14,15,0,2,0,0
55004.97,Withdrawal,Utility,6,52,0,2,0,1
76599.27,Deposit,ATM,3,67,0,5,0,1
8214.99,Refund,Entertainment,17,83,0,2,0,0
5035.09,Withdrawal,Healthcare,20,55,1,3,1,0
18423.27,Purchase,Utility,3,42,1,4,1,0
53536.34,Transfer,Grocery,16,6,0,0,0,1
32104.1,Refund,Shopping,5,83,1,5,0,0
64521.18,Purchase,Healthcare,12,25,1,4,0,1
87748.39,Refund,Shopping,5,66,1,5,0,1
34311.61,Withdrawal,Travel,2,92,0,3,0,0
55817.43,Refund,Grocery,1,49,0,5,0,1
9440.15,Transfer,Fuel,12,30,1,3,0,0
12372.09,Refund,Restaurant,19,86,1,3,0,0
22690.19,Deposit,Healthcare,13,89,0,3,1,0
2603.78,Withdrawal,Utility,8,77,0,5,1,0
7005.18,Payment,Fuel,21,89,0,0,0,0
57323.5,Payment,Electronics,5,69,1,1,0,0
6598.67,Deposit,Entertainment,9,69,1,2,0,0
31141.71,Purchase,Entertainment,6,12,1,1,0,0
79314.36,Purchase,Utility,15,14,0,1,0,1
26577.23,Purchase,Restaurant,13,79,1,3,0,0
2721.1,Purchase,Shopping,6,99,0,5,0,0
12118.89,Purchase,Fuel,10,33,0,2,1,0
13591.61,Deposit,Grocery,12,49,0,2,0,0
4256.03,Deposit,Restaurant,10,85,1,0,1,0
3497.12,Withdrawal,ATM,16,37,0,1,0,0
46729.35,Deposit,Electronics,13,67,0,4,0,1
48840.99,Purchase,Restaurant,0,49,0,4,0,1
57711.08,Purchase,Restaurant,20,5,0,0,1,1
36795.25,Refund,Entertainment,14,96,0,5,1,0
13508.01,Transfer,Utility,15,20,1,4,0,0
25961.02,Transfer,Fuel,12,33,0,2,0,0
73192.5,Transfer,Fuel,1,59,1,5,0,1
26689.18,Withdrawal,Entertainment,13,54,1,5,1,0
8073.57,Payment,Utility,11,44,1,5,1,0
56885.5,Refund,Restaurant,7,28,0,4,0,1
12889.47,Refund,Travel,14,71,1,2,0,0
3148.05,Withdrawal,Utility,3,70,1,2,1,0
10900.88,Withdrawal,Travel,17,21,1,4,1,0
16471.87,Payment,Grocery,22,27,1,4,0,0
9125.93,Deposit,ATM,4,83,1,4,0,0
36660.45,Transfer,Utility,7,95,0,3,0,0
47239.04,Refund,Shopping,23,81,0,5,0,1
57481.6,Purchase,Travel,2,41,1,1,0,0
28557.73,Transfer,Electronics,11,80,1,4,1,0
63683.36,Deposit,Fuel,9,39,0,4,0,1
41428.83,Refund,ATM,13,21,1,5,0,1
28421.5,Purchase,Fuel,14,13,0,1,1,0
26895.27,Payment,Fuel,0,76,1,3,0,0
53200.79,Purchase,Utility,21,73,1,2,0,1
17611.73,Transfer,Entertainment,4,15,0,5,0,0
59502.94,Purchase,Travel,19,64,0,4,1,1
3215.46,Refund,Healthcare,16,4,1,2,0,0
16442.91,Withdrawal,Healthcare,8,58,1,2,0,0
7925.93,Deposit,Utility,21,11,1,4,0,0
12058.58,Refund,Grocery,23,74,0,2,1,0
20204.53,Payment,Entertainment,12,5,1,5,1,0
66997.37,Refund,Entertainment,13,91,1,1,0,1
51702.6,Transfer,Electronics,14,86,0,5,0,1
3991.05,Purchase,Fuel,3,32,0,1,0,0
85901.01,Refund,Restaurant,2,10,0,5,0,1
50489.03,Purchase,Fuel,18,81,1,5,0,1
64483.62,Deposit,Fuel,6,96,0,1,0,1
37564.56,Deposit,Restaurant,6,7,0,3,0,0
28205.71,Withdrawal,Utility,6,91,1,4,0,0
4865.54,Deposit,ATM,1,57,0,4,0,0
53417.16,Withdrawal,Healthcare,4,70,0,5,0,1
30448.6,Transfer,Restaurant,5,51,1,4,1,0
31880.0,Transfer,Restaurant,13,33,1,5,0,0
3860.7,Deposit,Healthcare,9,97,0,0,0,0
818.74,Transfer,Grocery,19,97,1,0,1,0
34195.15,Deposit,Electronics,10,76,1,5,0,0
18084.81,Deposit,Travel,14,46,1,2,1,0
2657.7,Payment,Travel,17,96,0,1,0,0
52134.07,Transfer,Entertainment,14,60,1,3,1,1
62973.82,Deposit,Entertainment,13,4,0,2,1,1
13097.93,Purchase,Entertainment,21,23,0,4,0,0
1398.67,Purchase,Entertainment,15,20,1,2,0,0
29243.43,Payment,Fuel,9,71,1,1,0,0
21266.83,Deposit,Utility,13,56,0,3,0,0
8574.52,Purchase,Electronics,10,91,1,4,0,0
37927.37,Refund,Utility,6,54,1,0,0,0
35987.04,Transfer,Healthcare,21,80,1,4,0,0
22237.1,Refund,Healthcare,10,93,1,5,0,0
12646.41,Payment,Electronics,0,58,1,3,0,0
34675.47,Transfer,Restaurant,10,82,1,2,0,0
70348.41,Transfer,Restaurant,4,42,0,5,0,1
4970.33,Purchase,Travel,16,13,1,1,0,0
23435.63,Payment,Utility,19,94,1,0,1,0
14870.48,Withdrawal,Healthcare,22,19,1,0,1,0
47042.69,Deposit,Grocery,10,46,1,4,0,1
57467.77,Payment,Travel,19,69,0,5,0,1
25437.18,Deposit,Grocery,23,25,1,1,1,0
1826.39,Purchase,Healthcare,8,27,0,2,0,0
37590.8,Deposit,Entertainment,2,48,1,1,1,0
27411.0,Refund,Fuel,19,57,1,0,0,0
19435.94,Withdrawal,ATM,14,37,0,4,0,0
18984.6,Purchase,Electronics,1,42,1,2,0,0
23792.71,Deposit,Entertainment,17,4,1,5,0,0
77277.16,Transfer,ATM,1,83,1,2,0,1
31414.56,Withdrawal,Utility,2,9,0,1,0,0
4961.41,Deposit,Restaurant,2,97,1,2,0,0
38544.94,Transfer,Electronics,15,52,0,4,1,0
7003.42,Payment,Fuel,17,12,0,3,0,0
28773.72,Transfer,Restaurant,7,8,0,0,0,0
19444.72,Purchase,Restaurant,7,20,0,4,0,0
69751.4,Deposit,Entertainment,0,66,1,3,0,1
528.43,Purchase,Restaurant,18,5,0,1,1,0
9220.13,Deposit,Electronics,18,48,0,3,0,0
9675.81,Purchase,ATM,9,35,1,4,1,0
23618.68,Withdrawal,ATM,8,43,0,2,0,0
12354.94,Deposit,Healthcare,14,4,1,4,1,0
84899.35,Purchase,Grocery,12,14,0,1,0,1
13086.68,Transfer,Travel,14,7,0,4,0,0
30025.6,Purchase,Healthcare,0,28,0,2,0,0
71853.32,Deposit,Entertainment,23,42,1,3,0,1
37194.68,Deposit,Restaurant,2,79,0,0,0,0
5924.24,Purchase,Healthcare,0,39,1,3,0,0
4658.36,Transfer,Restaurant,20,25,1,5,0,0
8596.1,Payment,Grocery,9,99,0,0,0,0
959.21,Payment,Restaurant,3,82,0,3,0,0
77914.53,Purchase,Restaurant,14,75,1,2,0,1
29895.66,Withdrawal,Restaurant,2,51,1,0,0,0
57569.79,Payment,Entertainment,5,2,0,5,0,1
40307.43,Deposit,Healthcare,23,62,0,2,0,1
52423.9,Withdrawal,Restaurant,22,58,0,5,0,1
17262.37,Payment,Shopping,22,63,0,5,0,0
22458.72,Purchase,ATM,11,59,1,4,0,0
24479.4,Transfer,Shopping,17,19,1,5,0,0
48872.23,Refund,Entertainment,11,60,1,2,0,0
53097.86,Payment,Shopping,13,47,1,0,0,0
86323.44,Transfer,Travel,20,60,1,4,0,1
58636.2,Deposit,Fuel,19,44,0,4,0,1
31222.17,Deposit,Entertainment,2,54,0,4,0,0
41072.24,Refund,Grocery,8,71,0,5,0,1
31434.95,Payment,Electronics,10,94,1,4,1,0
13626.31,Payment,Restaurant,18,45,1,5,0,0
53601.69,Deposit,Utility,4,89,0,5,0,1
18241.17,Purchase,Utility,4,10,1,1,1,0
1962.74,Withdrawal,Shopping,20,13,0,0,0,0
27210.7,Purchase,Restaurant,5,100,0,0,0,0
20655.86,Purchase,Entertainment,11,85,1,0,0,0
40779.13,Transfer,Restaurant,9,55,1,5,0,1
69255.78,Payment,Travel,11,4,1,5,1,1
88324.57,Purchase,Entertainment,22,76,1,5,1,1
43484.29,Purchase,Utility,8,70,0,0,0,1
2157.09,Purchase,Utility,12,96,1,1,1,0
5787.73,Transfer,Shopping,22,58,0,4,1,0
4239.07,Deposit,Fuel,18,87,0,4,1,0
15266.94,Withdrawal,Utility,8,90,1,4,0,0
2485.01,Purchase,Shopping,15,23,1,2,0,0
28980.56,Refund,Travel,13,15,0,0,0,0
18206.37,Withdrawal,Grocery,12,100,0,3,0,0
48524.27,Withdrawal,Travel,21,75,1,1,1,1
26342.03,Purchase,Electronics,5,18,0,5,0,0
25175.61,Transfer,Entertainment,0,91,1,5,0,0
5325.85,Purchase,Healthcare,13,72,1,0,0,0
1544.15,Deposit,Travel,15,52,0,1,0,0
33486.37,Purchase,ATM,5,86,0,3,0,0
14011.67,Payment,Electronics,21,24,1,0,0,0
3693.64,Withdrawal,Healthcare,4,96,1,0,0,0
18270.31,Purchase,Electronics,16,86,1,4,0,0
28748.7,Withdrawal,Travel,7,62,0,1,1,0
79223.31,Withdrawal,Electronics,5,50,0,1,0,1
55140.39,Payment,Shopping,2,73,0,1,1,1
75224.52,Transfer,Entertainment,1,97,1,0,0,1
28814.01,Transfer,Entertainment,14,78,0,5,0,0
29878.3,Refund,Entertainment,20,97,0,1,0,0
42298.01,Purchase,Entertainment,19,4,1,0,0,0
39044.99,Withdrawal,Grocery,11,36,1,2,1,0
30735.25,Transfer,Healthcare,17,78,1,2,1,0
5550.16,Payment,ATM,22,72,0,3,0,0
56056.24,Payment,Travel,17,67,0,2,0,1
20975.94,Refund,Shopping,7,41,1,1,0,0
35905.85,Transfer,Restaurant,10,67,1,2,0,0
42786.0,Deposit,Restaurant,19,18,1,1,0,0
38351.86,Refund,Travel,6,60,0,0,0,0
22562.42,Withdrawal,ATM,20,44,0,5,1,0
8865.76,Payment,Utility,22,35,1,4,0,0
295.7,Refund,Electronics,8,16,1,4,1,0
12031.48,Withdrawal,Healthcare,15,59,1,4,1,0
23274.39,Purchase,Entertainment,20,63,0,3,1,0
50845.77,Purchase,Fuel,5,16,1,0,0,0
55552.29,Transfer,Electronics,17,69,1,1,0,0
20322.59,Deposit,Entertainment,6,6,0,0,0,0
37136.88,Refund,Healthcare,9,56,0,1,0,0
33267.24,Refund,Healthcare,17,46,0,1,0,0
78320.52,Transfer,Restaurant,5,50,0,4,0,1
14597.27,Transfer,Utility,3,13,0,3,0,0
14402.37,Refund,Fuel,5,29,1,0,0,0
14007.63,Transfer,Entertainment,18,77,1,3,0,0
51050.12,Purchase,Entertainment,22,57,1,1,1,1
19392.59,Purchase,Shopping,8,27,1,3,0,0
22440.37,Payment,Shopping,19,50,1,4,0,0
12507.14,Deposit,Electronics,19,90,1,1,1,0
84497.88,Transfer,Travel,12,36,0,5,0,1
23393.31,Purchase,ATM,7,83,0,3,0,0
56471.66,Transfer,Travel,12,3,1,3,1,1
13226.29,Withdrawal,Healthcare,11,34,1,1,0,0
21937.85,Refund,Shopping,19,68,0,0,1,0
15098.43,Withdrawal,Electronics,22,21,0,4,0,0
16782.96,Refund,Healthcare,14,20,1,1,1,0
13985.76,Withdrawal,Restaurant,13,40,0,4,0,0
56526.76,Purchase,ATM,1,74,0,2,1,1
16215.74,Withdrawal,Grocery,6,78,0,0,0,0
86946.75,Withdrawal,Shopping,3,100,1,4,0,1
30104.69,Withdrawal,Grocery,10,22,1,4,0,0
72403.61,Purchase,Entertainment,4,22,0,3,0,1
42641.53,Transfer,ATM,8,60,0,3,0,1
17303.43,Withdrawal,ATM,1,9,1,1,0,0
74130.9,Refund,Utility,21,97,1,4,1,1
10097.04,Refund,Travel,19,74,1,2,1,0
85687.43,Payment,Fuel,1,27,0,4,0,1
12002.3,Payment,Entertainment,9,48,0,2,1,0
38979.37,Purchase,Restaurant,13,100,0,3,0,0
15249.91,Transfer,Entertainment,7,19,0,1,1,0
7911.81,Payment,Utility,22,60,1,1,1,0
3281.85,Purchase,Restaurant,4,82,0,2,0,0
21350.99,Payment,Entertainment,20,56,0,4,0,0
19954.0,Refund,Shopping,15,6,1,0,0,0
3687.23,Transfer,Shopping,5,2,0,1,0,0
24264.38,Refund,Restaurant,20,67,1,0,1,0
3149.89,Refund,Utility,11,80,1,2,0,0
78702.18,Refund,ATM,3,57,1,3,0,1
51477.82,Refund,Electronics,4,49,1,5,1,1
2609.31,Withdrawal,Electronics,19,50,1,3,0,0
25113.58,Transfer,Grocery,4,25,1,4,0,0
59462.49,Withdrawal,Entertainment,17,73,1,1,0,1
6942.8,Deposit,Utility,2,29,1,1,1,0
34664.9,Deposit,Utility,10,79,1,3,0,0
40098.34,Refund,Travel,20,86,1,4,0,1
26089.01,Refund,Shopping,21,36,0,1,0,0
3172.07,Transfer,Travel,16,39,1,5,1,0
88027.96,Refund,Healthcare,8,14,0,4,0,1
25215.56,Payment,Fuel,3,90,1,3,1,0
79873.47,Transfer,Healthcare,2,32,0,4,1,1
61667.1,Purchase,Entertainment,12,56,0,3,1,1
24378.53,Transfer,Restaurant,15,63,1,4,0,0
35919.13,Withdrawal,Healthcare,7,79,0,2,0,0
9087.77,Refund,Entertainment,2,13,0,0,0,0
28325.37,Payment,Utility,2,90,0,0,0,0
