transaction_id,amount,transaction_type,merchant_category,hour,location_risk,device_trusted,failed_attempts,is_international,fraud
TXN0456,144688,UPI,Shopping,19,0,1,5,1,1
TXN0457,24370,Card,Electronics,4,0,1,2,0,0
TXN0458,48083,UPI,Shopping,0,0,0,5,1,0
TXN0459,38429,UPI,Travel,2,1,0,4,1,0
TXN0460,64469,Bank Transfer,Fuel,0,0,1,2,1,1
TXN0461,48364,Bank Transfer,Food,9,1,0,4,1,0
TXN0462,42408,UPI,Fuel,0,0,1,3,1,0
TXN0463,27220,UPI,Travel,1,0,1,2,0,0
TXN0464,103836,Card,Food,20,0,0,2,1,1
TXN0465,139130,UPI,Travel,10,1,1,4,0,1
TXN0466,85144,Bank Transfer,Food,16,1,0,2,0,1
TXN0467,43101,Card,Shopping,11,1,1,1,1,0
TXN0468,105800,Bank Transfer,Electronics,9,0,1,5,0,1
TXN0469,15346,Card,Fuel,23,0,0,0,0,0
TXN0470,132884,Bank Transfer,Food,13,1,1,4,0,1
TXN0471,141439,UPI,Shopping,6,1,1,0,0,0
TXN0472,123717,Bank Transfer,Travel,18,0,0,4,1,1
TXN0473,115207,Bank Transfer,Food,7,0,0,2,0,1
TXN0474,127900,Bank Transfer,Shopping,23,0,0,1,1,1
TXN0475,62428,Bank Transfer,Shopping,12,0,0,4,0,1
TXN0476,125661,Card,Shopping,13,1,0,3,0,1
TXN0477,81755,Bank Transfer,Fuel,14,1,1,2,1,1
TXN0478,58660,UPI,Food,20,0,0,0,0,1
TXN0479,124191,Card,Food,11,1,0,2,0,1
TXN0480,113216,Bank Transfer,Food,23,0,0,1,0,1
TXN0481,18320,Card,Travel,21,0,1,3,0,0
TXN0482,121023,Bank Transfer,Fuel,8,1,1,0,1,1
TXN0483,146689,UPI,Grocery,3,1,1,2,1,1
TXN0484,8589,Card,Fuel,4,1,0,1,0,0
TXN0485,15124,Card,Electronics,16,0,0,3,1,0
TXN0486,32701,Bank Transfer,Grocery,8,0,0,3,0,0
TXN0487,66791,Bank Transfer,Food,3,0,0,2,0,1
TXN0488,51049,Bank Transfer,Grocery,19,0,0,3,1,1
TXN0489,79130,Bank Transfer,Travel,13,1,1,3,1,1
TXN0490,13632,UPI,Electronics,23,0,0,3,1,0
TXN0491,63915,Bank Transfer,Electronics,17,0,1,1,0,0
TXN0492,68710,UPI,Shopping,6,1,1,1,1,1
TXN0493,107940,Bank Transfer,Grocery,5,0,0,3,0,1
TXN0494,88059,UPI,Food,3,0,1,2,0,0
TXN0495,101136,Card,Travel,3,0,1,5,0,1
TXN0496,31821,Bank Transfer,Electronics,21,0,1,1,1,0
TXN0497,71696,UPI,Shopping,19,1,1,2,0,0
TXN0498,120505,Card,Food,14,0,0,0,1,1
TXN0499,104945,Card,Food,14,1,0,2,1,1
TXN0500,104194,Card,Fuel,11,1,1,5,0,1
TXN0501,144609,Bank Transfer,Grocery,19,1,0,4,1,1
TXN0502,141743,Bank Transfer,Grocery,14,1,0,4,1,1
TXN0503,42273,Card,Shopping,10,1,1,0,1,0
TXN0504,71083,Bank Transfer,Shopping,8,0,0,2,0,1
TXN0505,100970,UPI,Electronics,6,1,1,3,0,1
TXN0506,129883,Bank Transfer,Fuel,13,0,1,2,1,1
TXN0507,27393,Card,Shopping,12,0,0,2,0,0
TXN0508,80895,Card,Food,14,1,1,4,0,1
TXN0509,83801,Bank Transfer,Grocery,1,0,1,0,0,0
TXN0510,22605,Bank Transfer,Electronics,5,1,0,3,0,0
TXN0511,139546,Card,Travel,7,0,0,3,1,1
TXN0512,104209,Bank Transfer,Food,16,1,0,0,1,1
TXN0513,26143,Bank Transfer,Electronics,4,0,1,5,0,0
TXN0514,93783,Card,Travel,23,1,0,3,1,1
TXN0515,67588,Bank Transfer,Grocery,10,1,0,5,1,1
TXN0516,12236,Card,Electronics,15,1,0,0,0,0
TXN0517,133299,Bank Transfer,Food,0,0,0,1,0,1
TXN0518,122276,Bank Transfer,Food,9,1,1,0,0,0
TXN0519,30818,Bank Transfer,Food,15,0,1,1,1,0
TXN0520,57471,UPI,Electronics,2,0,0,5,1,1
TXN0521,40694,Card,Travel,9,0,0,1,1,0
TXN0522,22425,UPI,Electronics,0,0,1,3,1,0
TXN0523,71597,Card,Electronics,17,0,0,3,0,1
TXN0524,66107,Bank Transfer,Fuel,9,0,0,1,1,1
TXN0525,85084,Bank Transfer,Shopping,1,0,1,0,0,0
TXN0526,26405,Bank Transfer,Grocery,22,0,1,1,1,0
TXN0527,48303,UPI,Electronics,21,1,1,0,1,0
TXN0528,108802,UPI,Fuel,22,0,1,1,1,1
TXN0529,56041,Bank Transfer,Food,12,0,1,5,1,1
TXN0530,97749,UPI,Travel,16,0,1,2,1,1
TXN0531,80241,Bank Transfer,Food,0,1,1,4,0,1
TXN0532,113167,Bank Transfer,Food,5,0,1,0,0,0
TXN0533,103611,Bank Transfer,Fuel,1,0,1,1,0,0
TXN0534,51809,UPI,Electronics,10,1,1,2,0,0
TXN0535,40696,UPI,Grocery,20,1,0,2,0,0
TXN0536,20178,Card,Shopping,14,1,1,5,1,0
TXN0537,27270,Bank Transfer,Travel,14,0,0,0,0,0
TXN0538,11713,Bank Transfer,Shopping,7,0,0,3,0,0
TXN0539,119062,UPI,Travel,0,1,1,2,1,1
TXN0540,120835,Bank Transfer,Shopping,10,1,1,2,1,1
TXN0541,83546,UPI,Travel,12,0,0,4,1,1
TXN0542,68487,UPI,Fuel,15,0,1,1,1,1
TXN0543,83084,Card,Travel,21,1,1,4,1,1
TXN0544,54212,Bank Transfer,Travel,3,0,0,2,1,1
TXN0545,32462,Card,Shopping,7,1,0,0,0,0
TXN0546,14447,UPI,Travel,20,0,0,4,0,0
TXN0547,78401,Bank Transfer,Grocery,4,1,0,0,0,1
TXN0548,146568,Card,Travel,12,0,1,1,1,1
TXN0549,33801,Bank Transfer,Shopping,21,1,1,4,0,0
TXN0550,140631,Card,Fuel,8,1,0,0,0,1
TXN0551,83762,Bank Transfer,Travel,21,0,0,2,0,1
TXN0552,38348,Bank Transfer,Shopping,11,0,1,3,0,0
TXN0553,127307,UPI,Shopping,19,1,0,0,1,1
TXN0554,123363,Bank Transfer,Food,13,1,0,0,1,1
TXN0555,38933,Bank Transfer,Fuel,13,1,1,1,0,0
TXN0556,28452,Card,Fuel,9,1,1,5,0,0
TXN0557,96592,Card,Shopping,16,1,1,5,1,1
TXN0558,82709,UPI,Fuel,19,0,0,2,0,1
TXN0559,131246,UPI,Grocery,11,1,1,1,0,0
TXN0560,145263,Bank Transfer,Electronics,15,1,0,0,0,1
TXN0561,38691,Bank Transfer,Travel,4,0,1,1,1,0
TXN0562,100542,Bank Transfer,Shopping,2,1,0,5,1,1
TXN0563,1083,Bank Transfer,Electronics,14,0,1,0,1,0
TXN0564,112365,Bank Transfer,Travel,23,0,1,0,1,1
TXN0565,128566,Card,Electronics,19,1,1,4,1,1
TXN0566,107207,Bank Transfer,Grocery,19,1,1,0,0,0
TXN0567,65092,Bank Transfer,Shopping,23,1,0,3,0,1
TXN0568,86203,UPI,Fuel,11,1,1,4,0,1
TXN0569,133674,Card,Travel,2,1,1,2,1,1
TXN0570,134248,UPI,Travel,17,1,1,4,1,1
TXN0571,2930,UPI,Electronics,15,0,1,5,0,0
TXN0572,53082,Card,Fuel,14,0,1,5,1,1
TXN0573,42790,Bank Transfer,Electronics,12,1,1,3,1,0
TXN0574,47494,Card,Travel,23,0,0,2,1,0
TXN0575,123456,Bank Transfer,Fuel,19,0,1,2,1,1
TXN0576,144104,Card,Fuel,19,0,0,4,0,1
TXN0577,26452,Card,Shopping,2,1,1,0,0,0
TXN0578,4062,Card,Food,1,0,0,0,1,0
TXN0579,10507,Bank Transfer,Fuel,12,0,0,2,1,0
TXN0580,119249,Card,Food,16,0,1,3,1,1
TXN0581,75294,UPI,Shopping,23,1,1,3,0,1
TXN0582,27496,Card,Fuel,20,0,0,4,1,0
TXN0583,96876,Card,Travel,7,0,0,4,1,1
TXN0584,28582,Bank Transfer,Fuel,21,0,1,3,0,0
TXN0585,115936,UPI,Grocery,0,1,1,4,1,1
TXN0586,85824,Bank Transfer,Electronics,21,0,1,1,0,0
TXN0587,124055,Card,Shopping,6,0,1,5,1,1
TXN0588,50327,Bank Transfer,Grocery,18,0,1,1,0,0
TXN0589,93004,Bank Transfer,Electronics,5,0,0,3,0,1
TXN0590,135681,Card,Grocery,15,1,0,5,0,1
TXN0591,98687,UPI,Grocery,2,0,0,0,0,1
TXN0592,76283,UPI,Travel,9,1,1,1,0,0
TXN0593,30758,UPI,Fuel,4,0,1,5,0,0
TXN0594,71355,UPI,Food,16,0,0,1,0,1
TXN0595,76493,UPI,Food,13,1,0,5,1,1
TXN0596,26393,Card,Food,18,1,1,3,1,0
TXN0597,71610,UPI,Travel,6,0,1,5,1,1
TXN0598,34120,Card,Food,3,1,0,3,0,0
TXN0599,5572,UPI,Grocery,3,1,0,5,0,0
TXN0600,16925,Card,Food,6,1,1,5,0,0
TXN0601,10277,Card,Travel,17,0,1,0,0,0
TXN0602,49821,Bank Transfer,Fuel,15,0,0,3,0,0
TXN0603,46825,UPI,Grocery,20,1,1,0,1,0
TXN0604,89965,UPI,Grocery,4,1,0,1,1,1
TXN0605,147640,Card,Food,6,0,1,3,1,1
TXN0606,16461,UPI,Electronics,3,1,1,4,1,0
TXN0607,64276,Bank Transfer,Food,22,1,0,4,0,1
TXN0608,122385,UPI,Travel,1,1,1,2,0,0
TXN0609,118592,Bank Transfer,Food,19,0,1,0,0,0
TXN0610,110033,Bank Transfer,Travel,15,0,1,2,0,0
TXN0611,102975,UPI,Grocery,7,0,1,5,0,1
TXN0612,134574,UPI,Grocery,18,1,1,0,0,0
TXN0613,23356,Bank Transfer,Electronics,5,1,0,1,1,0
TXN0614,87077,Bank Transfer,Electronics,10,1,0,5,0,1
TXN0615,123684,Bank Transfer,Fuel,9,1,1,5,0,1
TXN0616,2363,Bank Transfer,Electronics,4,1,1,0,0,0
TXN0617,29445,Card,Food,14,1,1,3,0,0
TXN0618,100049,Card,Shopping,13,0,1,0,0,0
TXN0619,58671,Card,Fuel,9,0,1,5,0,1
TXN0620,120905,UPI,Food,18,0,1,1,1,1
TXN0621,77550,UPI,Grocery,7,0,1,1,0,0
TXN0622,118776,Bank Transfer,Food,19,1,1,1,0,0
TXN0623,122823,Bank Transfer,Electronics,14,1,0,0,1,1
TXN0624,115652,UPI,Shopping,1,1,1,1,1,1
TXN0625,75863,Card,Travel,6,1,1,0,1,1
TXN0626,42117,Bank Transfer,Electronics,10,0,1,3,0,0
TXN0627,106949,Bank Transfer,Grocery,17,0,1,0,1,1
TXN0628,98115,Card,Fuel,18,0,1,4,1,1
TXN0629,16329,Bank Transfer,Grocery,6,0,1,3,1,0
TXN0630,8838,Card,Shopping,21,1,0,5,0,0
TXN0631,6941,UPI,Grocery,4,1,1,1,0,0
TXN0632,5864,UPI,Shopping,2,1,1,2,0,0
TXN0633,60412,Card,Travel,15,0,0,5,0,1
TXN0634,24880,Card,Shopping,0,1,1,1,1,0
TXN0635,135269,UPI,Travel,15,0,1,1,0,0
TXN0636,94472,Bank Transfer,Travel,22,1,0,4,0,1
TXN0637,83248,UPI,Food,23,1,0,1,0,1
TXN0638,12429,Bank Transfer,Food,18,1,1,5,1,0
TXN0639,122262,Card,Electronics,13,1,1,3,1,1
TXN0640,121217,UPI,Travel,12,1,0,2,0,1
TXN0641,13086,Bank Transfer,Grocery,7,1,1,5,0,0
TXN0642,40684,UPI,Shopping,1,0,0,4,1,0
TXN0643,114155,Card,Food,8,1,1,4,1,1
TXN0644,63028,Bank Transfer,Electronics,16,0,1,0,0,0
TXN0645,142298,Card,Grocery,14,1,1,4,1,1
TXN0646,83842,Card,Food,23,0,1,4,0,1
TXN0647,124205,UPI,Food,18,1,1,0,1,1
TXN0648,107055,Card,Electronics,2,0,1,3,1,1
TXN0649,112255,UPI,Food,19,0,1,2,1,1
TXN0650,63563,Bank Transfer,Electronics,20,0,0,4,1,1
TXN0651,17406,Card,Travel,11,0,0,5,1,0
TXN0652,2311,Bank Transfer,Travel,22,0,0,4,1,0
TXN0653,17781,Bank Transfer,Food,18,1,1,1,1,0
TXN0654,15419,UPI,Food,15,1,1,5,0,0
TXN0655,125658,UPI,Food,7,1,0,4,0,1
TXN0656,106934,Card,Travel,13,1,0,1,0,1
TXN0657,67062,Bank Transfer,Electronics,14,1,1,5,1,1
TXN0658,86475,Card,Food,15,1,0,4,1,1
TXN0659,12424,Card,Travel,6,1,1,0,1,0
TXN0660,123758,Card,Electronics,23,0,1,3,0,1
TXN0661,68763,Bank Transfer,Food,11,0,1,4,1,1
TXN0662,28722,UPI,Food,9,1,0,5,0,0
TXN0663,137477,Bank Transfer,Travel,4,0,1,2,1,1
TXN0664,93215,UPI,Shopping,2,0,1,3,0,1
TXN0665,41795,Card,Travel,2,0,1,2,0,0
TXN0666,24156,Card,Fuel,17,1,0,1,1,0
TXN0667,60430,Bank Transfer,Food,22,0,1,5,1,1
TXN0668,36004,UPI,Electronics,8,1,0,3,1,0
TXN0669,59279,UPI,Food,17,1,1,5,1,1
TXN0670,37212,UPI,Electronics,14,0,0,1,0,0
TXN0671,129197,Bank Transfer,Grocery,14,0,0,2,0,1
TXN0672,65409,Bank Transfer,Electronics,8,0,1,2,0,0
TXN0673,73363,Bank Transfer,Travel,8,1,1,0,0,0
TXN0674,111669,UPI,Electronics,7,0,0,4,0,1
TXN0675,87160,Bank Transfer,Shopping,3,1,1,3,1,1
TXN0676,32182,Card,Electronics,13,0,1,4,0,0
TXN0677,126599,Card,Travel,12,0,0,4,1,1
TXN0678,60463,UPI,Shopping,9,1,0,1,0,1
TXN0679,25371,UPI,Shopping,20,0,0,1,1,0
TXN0680,26003,Bank Transfer,Shopping,14,0,1,5,0,0
TXN0681,97034,UPI,Travel,18,1,1,0,0,0
TXN0682,4170,UPI,Food,5,0,0,0,0,0
TXN0683,53476,UPI,Food,22,0,0,4,1,1
TXN0684,95552,Card,Electronics,3,0,0,5,0,1
TXN0685,132500,Card,Grocery,16,0,1,5,0,1
TXN0686,43227,UPI,Food,11,1,1,5,1,0
TXN0687,136389,Card,Fuel,3,1,1,0,1,1
TXN0688,53987,UPI,Food,17,0,0,0,0,1
TXN0689,93539,Card,Travel,2,0,1,4,1,1
TXN0690,43729,UPI,Food,4,1,0,4,0,0
TXN0691,145016,Card,Fuel,11,0,1,4,0,1
TXN0692,33345,Card,Travel,1,0,1,3,0,0
TXN0693,142441,Bank Transfer,Electronics,2,0,0,4,0,1
TXN0694,51339,Bank Transfer,Food,0,0,0,2,1,1
TXN0695,6520,Bank Transfer,Grocery,17,1,1,3,1,0
TXN0696,13188,Card,Electronics,3,0,1,5,1,0
TXN0697,5816,UPI,Travel,22,0,1,3,0,0
TXN0698,114236,UPI,Food,9,1,1,3,0,1
TXN0699,33569,UPI,Shopping,18,1,1,3,1,0
TXN0700,9283,UPI,Shopping,2,1,1,3,1,0
TXN0701,61437,Bank Transfer,Fuel,21,0,0,1,1,1
TXN0702,52370,Bank Transfer,Shopping,7,0,0,5,0,1
TXN0703,1477,Card,Travel,5,1,0,1,1,0
TXN0704,19255,Card,Shopping,8,0,1,5,1,0
TXN0705,55936,Card,Shopping,8,1,0,3,0,1
TXN0706,138472,Card,Grocery,10,0,0,1,0,1
TXN0707,111733,UPI,Grocery,7,0,0,0,1,1
TXN0708,138705,Card,Food,16,0,1,1,1,1
TXN0709,20229,Card,Food,5,1,0,3,0,0
TXN0710,55901,Card,Food,0,1,0,0,1,1
TXN0711,42135,Card,Food,10,0,1,2,0,0
TXN0712,6343,Card,Shopping,6,1,0,0,0,0
TXN0713,22246,Card,Food,4,0,0,5,0,0
TXN0714,119759,Card,Food,15,1,0,5,0,1
TXN0715,105324,Card,Grocery,7,1,1,2,0,0
TXN0716,53972,Bank Transfer,Shopping,7,0,0,0,1,1
TXN0717,24564,Bank Transfer,Electronics,5,1,1,5,0,0
TXN0718,67553,UPI,Travel,8,0,1,2,0,0
TXN0719,28136,Card,Fuel,17,0,0,5,1,0
TXN0720,19960,Bank Transfer,Fuel,2,0,0,5,1,0
TXN0721,69718,UPI,Travel,14,1,1,3,1,1
TXN0722,70097,Card,Electronics,16,1,1,1,0,0
TXN0723,9592,Card,Electronics,9,0,0,1,0,0
TXN0724,48943,Bank Transfer,Travel,5,0,1,3,1,0
TXN0725,61962,Bank Transfer,Food,16,1,1,5,1,1
TXN0726,103100,Bank Transfer,Travel,2,0,1,1,0,0
TXN0727,90128,Card,Electronics,19,1,1,1,0,0
TXN0728,128391,Card,Fuel,5,0,0,4,1,1
TXN0729,119933,Card,Food,0,0,1,4,1,1
TXN0730,20956,UPI,Travel,6,1,1,5,1,0
TXN0731,49268,Bank Transfer,Grocery,1,1,1,0,0,0
TXN0732,55056,Card,Electronics,22,0,0,1,0,1
TXN0733,48484,UPI,Shopping,21,0,0,3,0,0
TXN0734,12658,Card,Grocery,5,1,1,2,0,0
TXN0735,16432,Bank Transfer,Food,14,1,0,1,0,0
TXN0736,70845,UPI,Food,13,0,1,4,1,1
TXN0737,97943,Bank Transfer,Grocery,19,0,0,2,0,1
TXN0738,89091,Bank Transfer,Food,14,1,0,3,1,1
TXN0739,15502,Card,Electronics,22,1,0,0,1,0
TXN0740,123765,Card,Shopping,23,0,0,0,1,1
TXN0741,31153,Card,Fuel,12,0,0,3,1,0
TXN0742,99717,Card,Travel,23,1,0,3,0,1
TXN0743,66394,UPI,Electronics,1,0,1,5,1,1
TXN0744,59855,Bank Transfer,Electronics,3,1,1,3,1,1
TXN0745,121502,Bank Transfer,Shopping,20,0,0,1,0,1
TXN0746,51582,Bank Transfer,Travel,3,1,0,4,1,1
TXN0747,144359,Card,Travel,2,0,1,2,0,0
TXN0748,36546,Bank Transfer,Travel,12,0,1,0,1,0
TXN0749,143489,UPI,Shopping,2,0,0,4,0,1
TXN0750,68324,UPI,Food,11,1,1,0,1,1
TXN0751,48017,Card,Food,13,1,1,0,0,0
TXN0752,43844,UPI,Travel,19,0,1,1,1,0
TXN0753,31513,Bank Transfer,Electronics,1,0,1,0,1,0
TXN0754,13339,Card,Electronics,15,0,0,2,1,0
TXN0755,56654,Card,Grocery,6,1,0,4,0,1
TXN0756,66666,Card,Grocery,20,0,1,2,1,1
TXN0757,111992,UPI,Electronics,14,0,1,1,1,1
TXN0758,43638,UPI,Shopping,6,1,1,5,0,0
TXN0759,26711,Card,Travel,16,1,0,1,1,0
TXN0760,82062,UPI,Electronics,22,0,0,3,0,1
TXN0761,40335,Card,Electronics,23,0,1,3,1,0
TXN0762,44191,UPI,Grocery,14,1,0,1,0,0
TXN0763,39949,Bank Transfer,Electronics,18,1,0,5,0,0
TXN0764,24657,Card,Electronics,19,0,1,3,0,0
TXN0765,28938,UPI,Food,10,1,0,0,1,0
TXN0766,91277,UPI,Grocery,21,0,0,1,0,1
TXN0767,106495,UPI,Food,0,0,1,5,0,1
TXN0768,56071,UPI,Fuel,15,1,1,0,0,0
TXN0769,103781,UPI,Grocery,12,1,1,5,1,1
TXN0770,69567,UPI,Electronics,13,0,0,3,1,1
TXN0771,111796,Bank Transfer,Grocery,13,1,1,3,1,1
TXN0772,70602,Card,Shopping,22,0,1,3,0,1
TXN0773,93218,UPI,Fuel,10,0,1,1,0,0
TXN0774,18064,Bank Transfer,Electronics,3,0,1,1,1,0
TXN0775,137947,Card,Grocery,6,0,0,2,1,1
TXN0776,61340,Card,Grocery,18,1,1,4,1,1
TXN0777,4850,UPI,Travel,3,1,1,1,1,0
TXN0778,71607,Bank Transfer,Electronics,5,0,0,5,1,1
TXN0779,113476,Bank Transfer,Fuel,5,1,1,4,1,1
TXN0780,49316,Bank Transfer,Shopping,5,0,1,5,0,0
TXN0781,146664,Bank Transfer,Travel,23,0,0,2,0,1
TXN0782,73945,UPI,Electronics,5,0,0,1,1,1
TXN0783,20620,UPI,Shopping,13,0,1,5,0,0
TXN0784,57908,UPI,Shopping,1,0,1,4,1,1
TXN0785,108373,Bank Transfer,Food,15,1,1,1,1,1
TXN0786,57206,Bank Transfer,Shopping,4,0,0,4,0,1
TXN0787,125410,Card,Fuel,4,0,0,1,0,1
TXN0788,113225,Bank Transfer,Grocery,10,1,0,0,1,1
TXN0789,49657,Card,Travel,23,0,0,1,1,0
TXN0790,27006,Bank Transfer,Food,9,1,0,5,0,0
TXN0791,10963,UPI,Fuel,17,0,1,2,0,0
TXN0792,141208,UPI,Fuel,0,0,0,5,1,1
TXN0793,78975,UPI,Shopping,0,0,1,4,1,1
TXN0794,116232,UPI,Electronics,20,1,1,2,0,0
TXN0795,74891,UPI,Travel,15,1,0,2,1,1
TXN0796,10222,Bank Transfer,Fuel,0,1,0,4,1,0
TXN0797,84637,Bank Transfer,Grocery,7,1,1,1,1,1
TXN0798,124205,Card,Fuel,9,1,0,4,1,1
TXN0799,14139,Bank Transfer,Shopping,20,1,0,2,1,0
TXN0800,110988,UPI,Food,11,0,1,1,1,1
TXN0801,65262,UPI,Shopping,12,1,0,3,1,1
TXN0802,15431,UPI,Grocery,19,0,0,0,1,0
TXN0803,5894,UPI,Electronics,4,1,0,1,1,0
TXN0804,140357,Card,Travel,22,0,1,2,0,0
TXN0805,93966,Card,Fuel,5,1,0,1,1,1
TXN0806,49144,Card,Grocery,7,0,1,4,0,0
TXN0807,110764,UPI,Grocery,7,1,1,4,0,1
TXN0808,73034,UPI,Food,5,0,0,5,0,1
TXN0809,13110,UPI,Shopping,1,0,0,5,0,0
TXN0810,44731,Bank Transfer,Electronics,23,0,0,0,0,0
TXN0811,105295,Bank Transfer,Food,15,1,0,5,1,1
TXN0812,56997,Card,Electronics,15,1,1,1,0,0
TXN0813,20228,UPI,Electronics,21,1,1,2,1,0
TXN0814,131323,UPI,Electronics,12,1,0,4,1,1
TXN0815,100755,UPI,Fuel,3,1,0,5,0,1
TXN0816,71417,Bank Transfer,Grocery,23,1,0,0,0,1
TXN0817,134137,UPI,Food,11,1,1,0,1,1
TXN0818,31404,Card,Electronics,11,1,1,2,1,0
TXN0819,108288,UPI,Electronics,6,1,1,4,1,1
TXN0820,63361,Card,Food,11,1,1,0,0,0
TXN0821,24365,Bank Transfer,Electronics,10,0,1,3,1,0
TXN0822,142745,Card,Shopping,4,1,0,2,0,1
TXN0823,73665,Card,Food,5,1,0,1,0,1
TXN0824,36017,UPI,Shopping,1,1,1,2,0,0
TXN0825,73440,Card,Grocery,22,0,0,2,1,1
TXN0826,102638,UPI,Travel,21,0,1,1,0,0
TXN0827,72311,Card,Grocery,5,0,0,2,1,1
TXN0828,89221,UPI,Grocery,7,0,1,0,0,0
TXN0829,147836,Bank Transfer,Grocery,14,0,1,1,0,0
TXN0830,83157,UPI,Grocery,15,1,1,5,1,1
TXN0831,113396,Card,Food,10,1,1,4,1,1
TXN0832,41862,Bank Transfer,Shopping,23,0,0,1,1,0
TXN0833,125021,Card,Travel,12,1,1,3,1,1
TXN0834,58322,Card,Grocery,6,1,1,5,0,1
TXN0835,127863,UPI,Fuel,22,0,0,2,1,1
TXN0836,98367,Bank Transfer,Travel,22,1,1,2,0,0
TXN0837,122319,UPI,Shopping,2,0,0,3,0,1
TXN0838,112759,Bank Transfer,Travel,15,0,1,2,1,1
TXN0839,74526,UPI,Travel,19,1,1,2,1,1
TXN0840,79886,Bank Transfer,Shopping,9,1,1,3,0,1
TXN0841,123236,Bank Transfer,Electronics,11,1,1,0,1,1
TXN0842,149017,Card,Shopping,7,0,0,2,1,1
TXN0843,101147,Card,Fuel,2,1,0,4,0,1
TXN0844,11574,Bank Transfer,Electronics,16,1,0,0,1,0
TXN0845,26659,Card,Electronics,18,0,1,5,0,0
TXN0846,92567,UPI,Travel,3,1,1,1,0,0
TXN0847,81221,Bank Transfer,Fuel,2,0,1,4,0,1
TXN0848,10022,Bank Transfer,Electronics,3,1,1,3,0,0
TXN0849,124088,UPI,Fuel,17,0,1,2,1,1
TXN0850,64912,Bank Transfer,Grocery,2,0,0,3,0,1
TXN0851,145443,Bank Transfer,Travel,7,1,0,5,0,1
TXN0852,90645,Card,Grocery,13,1,1,3,0,1
TXN0853,47729,UPI,Grocery,8,0,0,5,1,0
TXN0854,113753,Card,Electronics,11,0,0,1,0,1
TXN0855,137879,UPI,Electronics,22,1,1,5,1,1
TXN0856,61315,Card,Fuel,15,0,1,3,1,1
TXN0857,98462,Bank Transfer,Grocery,9,1,0,2,0,1
TXN0858,32563,Card,Food,5,0,0,1,1,0
TXN0859,9659,UPI,Grocery,14,0,0,1,1,0
TXN0860,48072,Bank Transfer,Electronics,2,1,1,0,0,0
TXN0861,96203,UPI,Electronics,14,0,0,2,1,1
TXN0862,130786,Card,Food,4,0,0,3,1,1
TXN0863,121695,Bank Transfer,Travel,10,0,1,4,1,1
TXN0864,136536,Bank Transfer,Travel,14,1,0,0,1,1
TXN0865,17247,Card,Shopping,3,1,1,5,1,0
TXN0866,57923,UPI,Food,22,1,0,5,1,1
TXN0867,109682,Card,Electronics,23,1,1,4,1,1
TXN0868,134178,UPI,Electronics,7,1,1,0,0,0
TXN0869,101830,Bank Transfer,Shopping,20,1,1,3,1,1
TXN0870,7788,Card,Travel,14,0,1,5,1,0
TXN0871,68817,Card,Grocery,16,1,1,1,1,1
TXN0872,129470,Card,Fuel,9,0,0,4,1,1
TXN0873,41899,Card,Grocery,13,1,1,4,0,0
TXN0874,106901,Card,Electronics,22,0,1,2,1,1
TXN0875,10438,UPI,Grocery,9,0,1,4,0,0
TXN0876,12540,Card,Fuel,1,0,0,2,0,0
TXN0877,37011,UPI,Electronics,7,1,0,3,0,0
TXN0878,108412,UPI,Food,10,1,1,1,0,0
TXN0879,97815,UPI,Food,8,1,0,3,1,1
TXN0880,42688,Card,Grocery,0,1,0,2,0,0
TXN0881,12315,UPI,Grocery,0,0,0,5,0,0
TXN0882,119925,UPI,Travel,21,0,1,0,1,1
TXN0883,121435,Bank Transfer,Travel,12,1,1,5,1,1
TXN0884,44934,UPI,Travel,21,0,1,1,0,0
TXN0885,33428,UPI,Food,1,1,1,1,0,0
TXN0886,90165,Bank Transfer,Fuel,13,1,0,5,1,1
TXN0887,26230,UPI,Electronics,2,1,0,5,1,0
TXN0888,126593,Bank Transfer,Travel,16,1,0,5,1,1
TXN0889,8001,UPI,Food,15,1,1,1,1,0
TXN0890,148918,Card,Fuel,17,0,1,2,0,0
TXN0891,7682,UPI,Food,0,0,0,1,1,0
TXN0892,23568,UPI,Shopping,14,1,1,0,0,0
TXN0893,87660,Card,Grocery,13,0,0,5,1,1
TXN0894,84655,Bank Transfer,Shopping,11,0,1,5,0,1
TXN0895,87605,Card,Fuel,14,1,0,3,1,1
TXN0896,2054,UPI,Grocery,16,0,0,4,0,0
TXN0897,122397,UPI,Grocery,2,0,1,1,1,1
TXN0898,25069,Bank Transfer,Grocery,3,1,1,0,0,0
TXN0899,46848,Bank Transfer,Travel,20,1,0,5,1,0
TXN0900,24609,Card,Food,0,1,0,4,1,0
TXN0901,25936,Card,Food,19,1,1,3,0,0
TXN0902,71104,Bank Transfer,Food,17,1,1,2,1,1
TXN0903,21227,UPI,Shopping,14,0,1,4,1,0
TXN0904,80480,UPI,Travel,11,0,1,0,1,1
TXN0905,69376,UPI,Shopping,11,1,0,3,1,1
TXN0906,79798,Bank Transfer,Food,7,1,0,0,0,1
TXN0907,132540,Bank Transfer,Shopping,3,0,1,3,0,1
TXN0908,120484,Bank Transfer,Food,9,0,1,1,1,1
TXN0909,72388,Bank Transfer,Food,21,1,1,5,1,1
TXN0910,65767,Bank Transfer,Shopping,23,1,0,3,0,1
TXN0911,32335,Bank Transfer,Electronics,22,1,0,5,0,0
TXN0912,7187,Bank Transfer,Fuel,21,0,0,3,1,0
